id,herbal_id,kelompok,status,alasan
365,360,-,belum ada data yang ditemukan,belum ada data yang ditemukan
366,361,-,belum ada data yang ditemukan,belum ada data yang ditemukan
367,362,-,belum ada data yang ditemukan,belum ada data yang ditemukan
368,363,-,belum ada data yang ditemukan,belum ada data yang ditemukan
369,364,-,belum ada data yang ditemukan,belum ada data yang ditemukan
370,365,-,belum ada data yang ditemukan,belum ada data yang ditemukan
371,366,-,belum ada data yang ditemukan,belum ada data yang ditemukan
372,367,-,belum ada data yang ditemukan,belum ada data yang ditemukan
373,368,-,belum ada data yang ditemukan,belum ada data yang ditemukan
374,369,-,belum ada data yang ditemukan,belum ada data yang ditemukan
375,370,-,belum ada data yang ditemukan,belum ada data yang ditemukan
376,371,-,belum ada data yang ditemukan,belum ada data yang ditemukan
377,372,-,belum ada data yang ditemukan,belum ada data yang ditemukan
378,373,-,belum ada data yang ditemukan,belum ada data yang ditemukan
379,374,-,belum ada data yang ditemukan,belum ada data yang ditemukan
380,375,Ibu Hamil,Kontraindikasi Mayor,Memiliki riwayat penggunaan tradisional sebagai agen untuk menginduksi persalinan. Konsumsi oral ekstrak ini terbukti dapat memicu kontraksi rahim prematur dan berisiko keguguran.
381,376,-,belum ada data yang ditemukan,belum ada data yang ditemukan
382,377,-,belum ada data yang ditemukan,belum ada data yang ditemukan
383,378,-,belum ada data yang ditemukan,belum ada data yang ditemukan
384,379,-,belum ada data yang ditemukan,belum ada data yang ditemukan
385,380,-,belum ada data yang ditemukan,belum ada data yang ditemukan
386,381,-,belum ada data yang ditemukan,belum ada data yang ditemukan
387,382,-,belum ada data yang ditemukan,belum ada data yang ditemukan
388,383,-,belum ada data yang ditemukan,belum ada data yang ditemukan
389,384,-,belum ada data yang ditemukan,belum ada data yang ditemukan
390,385,-,belum ada data yang ditemukan,belum ada data yang ditemukan
391,386,-,belum ada data yang ditemukan,belum ada data yang ditemukan
392,387,-,belum ada data yang ditemukan,belum ada data yang ditemukan
393,388,-,belum ada data yang ditemukan,belum ada data yang ditemukan
394,389,-,belum ada data yang ditemukan,belum ada data yang ditemukan
395,390,"Ibu Hamil, Menyusui, & Anak-anak",Kontraindikasi Fatal,"Sangat beracun (toksik) untuk kelompok rentan. Dapat memicu keracunan saraf pusat, kerusakan ginjal, dan kejang yang mengancam nyawa, bahkan pada dosis yang ditoleransi oleh orang dewasa sehat."
396,391,-,belum ada data yang ditemukan,belum ada data yang ditemukan
397,392,-,belum ada data yang ditemukan,belum ada data yang ditemukan
398,393,-,belum ada data yang ditemukan,belum ada data yang ditemukan
399,394,-,belum ada data yang ditemukan,belum ada data yang ditemukan
400,395,-,belum ada data yang ditemukan,belum ada data yang ditemukan
401,396,-,belum ada data yang ditemukan,belum ada data yang ditemukan
402,397,-,belum ada data yang ditemukan,belum ada data yang ditemukan
403,398,-,belum ada data yang ditemukan,belum ada data yang ditemukan
404,399,-,belum ada data yang ditemukan,belum ada data yang ditemukan
405,400,-,belum ada data yang ditemukan,belum ada data yang ditemukan
406,401,Anak-anak (Di bawah 16 tahun),Kontraindikasi Fatal,Mengandung senyawa salisilat alami yang berisiko tinggi memicu Sindrom Reye (kerusakan otak dan hati yang mematikan) pada anak-anak yang sedang atau baru sembuh dari infeksi virus (seperti flu atau cacar air).
407,401,Ibu Hamil (Trimester 3),Kontraindikasi Mayor,"Sama seperti aspirin, salisilat dapat menyebabkan penutupan prematur duktus arteriosus pada jantung janin dan memicu pendarahan berlebih saat persalinan."
408,402,-,belum ada data yang ditemukan,belum ada data yang ditemukan
409,403,-,belum ada data yang ditemukan,belum ada data yang ditemukan
410,404,-,belum ada data yang ditemukan,belum ada data yang ditemukan
411,405,-,belum ada data yang ditemukan,belum ada data yang ditemukan
412,406,-,belum ada data yang ditemukan,belum ada data yang ditemukan
413,407,-,belum ada data yang ditemukan,belum ada data yang ditemukan
414,408,-,belum ada data yang ditemukan,belum ada data yang ditemukan
415,409,-,belum ada data yang ditemukan,belum ada data yang ditemukan
416,410,-,belum ada data yang ditemukan,belum ada data yang ditemukan
417,411,-,belum ada data yang ditemukan,belum ada data yang ditemukan
418,412,-,belum ada data yang ditemukan,belum ada data yang ditemukan
419,413,-,belum ada data yang ditemukan,belum ada data yang ditemukan
420,414,-,belum ada data yang ditemukan,belum ada data yang ditemukan
421,415,Ibu Hamil & Menyusui,Peringatan,Belum ada uji klinis yang memadai terkait keamanannya pada ibu hamil. Efek fitoestrogeniknya dikhawatirkan dapat mengganggu keseimbangan hormon alami yang krusial selama kehamilan.
422,416,-,belum ada data yang ditemukan,belum ada data yang ditemukan
423,417,-,belum ada data yang ditemukan,belum ada data yang ditemukan
424,418,-,belum ada data yang ditemukan,belum ada data yang ditemukan
425,419,-,belum ada data yang ditemukan,belum ada data yang ditemukan
426,420,-,belum ada data yang ditemukan,belum ada data yang ditemukan
427,421,-,belum ada data yang ditemukan,belum ada data yang ditemukan
428,422,-,belum ada data yang ditemukan,belum ada data yang ditemukan
429,423,-,belum ada data yang ditemukan,belum ada data yang ditemukan
430,424,-,belum ada data yang ditemukan,belum ada data yang ditemukan
431,425,-,belum ada data yang ditemukan,belum ada data yang ditemukan
432,426,-,belum ada data yang ditemukan,belum ada data yang ditemukan
433,427,-,belum ada data yang ditemukan,belum ada data yang ditemukan
434,428,-,belum ada data yang ditemukan,belum ada data yang ditemukan
435,429,-,belum ada data yang ditemukan,belum ada data yang ditemukan
436,430,Anak-anak,Aman Terbatas,"Konsumsi jus murni atau buah utuh umumnya aman, namun pemberian ekstrak suplemen dosis tinggi tidak disarankan tanpa pengawasan dokter karena kurangnya uji keamanan pediatrik."
437,431,-,belum ada data yang ditemukan,belum ada data yang ditemukan
438,432,-,belum ada data yang ditemukan,belum ada data yang ditemukan
439,433,-,belum ada data yang ditemukan,belum ada data yang ditemukan
440,434,-,belum ada data yang ditemukan,belum ada data yang ditemukan
441,435,-,belum ada data yang ditemukan,belum ada data yang ditemukan
442,436,-,belum ada data yang ditemukan,belum ada data yang ditemukan
443,437,-,belum ada data yang ditemukan,belum ada data yang ditemukan
444,438,-,belum ada data yang ditemukan,belum ada data yang ditemukan
445,439,-,belum ada data yang ditemukan,belum ada data yang ditemukan
446,440,-,belum ada data yang ditemukan,belum ada data yang ditemukan
447,441,-,belum ada data yang ditemukan,belum ada data yang ditemukan
448,442,-,belum ada data yang ditemukan,belum ada data yang ditemukan
449,443,-,belum ada data yang ditemukan,belum ada data yang ditemukan
450,444,-,belum ada data yang ditemukan,belum ada data yang ditemukan
451,445,-,belum ada data yang ditemukan,belum ada data yang ditemukan
452,446,-,belum ada data yang ditemukan,belum ada data yang ditemukan
453,447,-,belum ada data yang ditemukan,belum ada data yang ditemukan
454,448,-,belum ada data yang ditemukan,belum ada data yang ditemukan
455,449,-,belum ada data yang ditemukan,belum ada data yang ditemukan
456,450,Ibu Hamil & Menyusui,Peringatan,"Meskipun secara tradisional digunakan sebagai pelancar ASI (galaktagog), data uji klinis modern yang memvalidasi keamanannya bagi perkembangan janin dan bayi masih sangat terbatas."
457,451,-,belum ada data yang ditemukan,belum ada data yang ditemukan
458,452,-,belum ada data yang ditemukan,belum ada data yang ditemukan
459,453,-,belum ada data yang ditemukan,belum ada data yang ditemukan
460,454,-,belum ada data yang ditemukan,belum ada data yang ditemukan
461,455,-,belum ada data yang ditemukan,belum ada data yang ditemukan
462,456,-,belum ada data yang ditemukan,belum ada data yang ditemukan
463,457,-,belum ada data yang ditemukan,belum ada data yang ditemukan
464,458,-,belum ada data yang ditemukan,belum ada data yang ditemukan
465,459,-,belum ada data yang ditemukan,belum ada data yang ditemukan
466,460,-,belum ada data yang ditemukan,belum ada data yang ditemukan
467,461,-,belum ada data yang ditemukan,belum ada data yang ditemukan
468,462,-,belum ada data yang ditemukan,belum ada data yang ditemukan
469,463,-,belum ada data yang ditemukan,belum ada data yang ditemukan
470,464,-,belum ada data yang ditemukan,belum ada data yang ditemukan
471,465,-,belum ada data yang ditemukan,belum ada data yang ditemukan
472,466,-,belum ada data yang ditemukan,belum ada data yang ditemukan
473,467,-,belum ada data yang ditemukan,belum ada data yang ditemukan
474,468,-,belum ada data yang ditemukan,belum ada data yang ditemukan
475,469,-,belum ada data yang ditemukan,belum ada data yang ditemukan
476,470,-,belum ada data yang ditemukan,belum ada data yang ditemukan
477,471,-,belum ada data yang ditemukan,belum ada data yang ditemukan
478,472,-,belum ada data yang ditemukan,belum ada data yang ditemukan
479,473,-,belum ada data yang ditemukan,belum ada data yang ditemukan
480,474,-,belum ada data yang ditemukan,belum ada data yang ditemukan
481,475,Ibu Hamil,Kontraindikasi Fatal,"Sangat kuat merangsang rahim (uterotonik). Konsumsi oral terbukti memicu kontraksi panggul hebat yang sering berujung pada persalinan prematur, terlepasnya mekonium di dalam rahim, atau keguguran."
482,475,Anak-anak (Di bawah 12 tahun),Kontraindikasi,"Sebagai agen laksatif stimulan yang agresif, efeknya terlalu keras untuk saluran cerna anak-anak, sangat berisiko memicu kram akut dan dehidrasi parah."
483,476,-,belum ada data yang ditemukan,belum ada data yang ditemukan
484,477,-,belum ada data yang ditemukan,belum ada data yang ditemukan
485,478,-,belum ada data yang ditemukan,belum ada data yang ditemukan
486,479,-,belum ada data yang ditemukan,belum ada data yang ditemukan
487,480,-,belum ada data yang ditemukan,belum ada data yang ditemukan
488,481,-,belum ada data yang ditemukan,belum ada data yang ditemukan
489,482,-,belum ada data yang ditemukan,belum ada data yang ditemukan
490,483,-,belum ada data yang ditemukan,belum ada data yang ditemukan
491,484,-,belum ada data yang ditemukan,belum ada data yang ditemukan
492,485,-,belum ada data yang ditemukan,belum ada data yang ditemukan
493,486,-,belum ada data yang ditemukan,belum ada data yang ditemukan
494,487,-,belum ada data yang ditemukan,belum ada data yang ditemukan
495,488,-,belum ada data yang ditemukan,belum ada data yang ditemukan
496,489,-,belum ada data yang ditemukan,belum ada data yang ditemukan
497,490,Ibu Hamil & Menyusui,Kontraindikasi,"Ekstrak Garcinia (HCA) bekerja dengan menghambat sintesis asam lemak dan kolesterol. Padahal, produksi lipid dan kolesterol sangat esensial bagi perkembangan otak, sistem saraf janin, dan produksi hormon kehamilan."
498,491,-,belum ada data yang ditemukan,belum ada data yang ditemukan
499,492,-,belum ada data yang ditemukan,belum ada data yang ditemukan
500,493,-,belum ada data yang ditemukan,belum ada data yang ditemukan
501,494,-,belum ada data yang ditemukan,belum ada data yang ditemukan
502,495,-,belum ada data yang ditemukan,belum ada data yang ditemukan
503,496,-,belum ada data yang ditemukan,belum ada data yang ditemukan
504,497,-,belum ada data yang ditemukan,belum ada data yang ditemukan
505,498,-,belum ada data yang ditemukan,belum ada data yang ditemukan
506,499,-,belum ada data yang ditemukan,belum ada data yang ditemukan
507,500,-,belum ada data yang ditemukan,belum ada data yang ditemukan
508,401,Anak-anak (Di bawah 16 tahun),Kontraindikasi Fatal,Mengandung senyawa salisilat alami yang berisiko tinggi memicu Sindrom Reye (kerusakan otak dan hati yang mematikan) pada anak-anak yang sedang atau baru sembuh dari infeksi virus (seperti flu atau cacar air).
509,401,Ibu Hamil (Trimester 3),Kontraindikasi Mayor,"Sama seperti aspirin, salisilat dapat menyebabkan penutupan prematur duktus arteriosus pada jantung janin dan memicu pendarahan berlebih saat persalinan."
510,402,-,belum ada data yang ditemukan,belum ada data yang ditemukan
511,403,-,belum ada data yang ditemukan,belum ada data yang ditemukan
512,404,-,belum ada data yang ditemukan,belum ada data yang ditemukan
513,405,-,belum ada data yang ditemukan,belum ada data yang ditemukan
514,406,-,belum ada data yang ditemukan,belum ada data yang ditemukan
515,407,-,belum ada data yang ditemukan,belum ada data yang ditemukan
516,408,-,belum ada data yang ditemukan,belum ada data yang ditemukan
517,409,-,belum ada data yang ditemukan,belum ada data yang ditemukan
518,410,-,belum ada data yang ditemukan,belum ada data yang ditemukan
519,411,-,belum ada data yang ditemukan,belum ada data yang ditemukan
520,412,-,belum ada data yang ditemukan,belum ada data yang ditemukan
521,413,-,belum ada data yang ditemukan,belum ada data yang ditemukan
522,414,-,belum ada data yang ditemukan,belum ada data yang ditemukan
523,415,Ibu Hamil & Menyusui,Peringatan,Belum ada uji klinis yang memadai terkait keamanannya pada ibu hamil. Efek fitoestrogeniknya dikhawatirkan dapat mengganggu keseimbangan hormon alami yang krusial selama kehamilan.
524,416,-,belum ada data yang ditemukan,belum ada data yang ditemukan
525,417,-,belum ada data yang ditemukan,belum ada data yang ditemukan
526,418,-,belum ada data yang ditemukan,belum ada data yang ditemukan
527,419,-,belum ada data yang ditemukan,belum ada data yang ditemukan
528,420,-,belum ada data yang ditemukan,belum ada data yang ditemukan
529,421,-,belum ada data yang ditemukan,belum ada data yang ditemukan
530,422,-,belum ada data yang ditemukan,belum ada data yang ditemukan
531,423,-,belum ada data yang ditemukan,belum ada data yang ditemukan
532,424,-,belum ada data yang ditemukan,belum ada data yang ditemukan
533,425,-,belum ada data yang ditemukan,belum ada data yang ditemukan
534,426,-,belum ada data yang ditemukan,belum ada data yang ditemukan
535,427,-,belum ada data yang ditemukan,belum ada data yang ditemukan
536,428,-,belum ada data yang ditemukan,belum ada data yang ditemukan
537,429,-,belum ada data yang ditemukan,belum ada data yang ditemukan
538,430,Anak-anak,Aman Terbatas,"Konsumsi jus murni atau buah utuh umumnya aman, namun pemberian ekstrak suplemen dosis tinggi tidak disarankan tanpa pengawasan dokter karena kurangnya uji keamanan pediatrik."
539,431,-,belum ada data yang ditemukan,belum ada data yang ditemukan
540,432,-,belum ada data yang ditemukan,belum ada data yang ditemukan
541,433,-,belum ada data yang ditemukan,belum ada data yang ditemukan
542,434,-,belum ada data yang ditemukan,belum ada data yang ditemukan
543,435,-,belum ada data yang ditemukan,belum ada data yang ditemukan
544,436,-,belum ada data yang ditemukan,belum ada data yang ditemukan
545,437,-,belum ada data yang ditemukan,belum ada data yang ditemukan
546,438,-,belum ada data yang ditemukan,belum ada data yang ditemukan
547,439,-,belum ada data yang ditemukan,belum ada data yang ditemukan
548,440,-,belum ada data yang ditemukan,belum ada data yang ditemukan
549,441,-,belum ada data yang ditemukan,belum ada data yang ditemukan
550,442,-,belum ada data yang ditemukan,belum ada data yang ditemukan
551,443,-,belum ada data yang ditemukan,belum ada data yang ditemukan
552,444,-,belum ada data yang ditemukan,belum ada data yang ditemukan
553,445,-,belum ada data yang ditemukan,belum ada data yang ditemukan
554,446,-,belum ada data yang ditemukan,belum ada data yang ditemukan
555,447,-,belum ada data yang ditemukan,belum ada data yang ditemukan
556,448,-,belum ada data yang ditemukan,belum ada data yang ditemukan
557,449,-,belum ada data yang ditemukan,belum ada data yang ditemukan
558,450,Ibu Hamil & Menyusui,Peringatan,"Meskipun secara tradisional digunakan sebagai pelancar ASI (galaktagog), data uji klinis modern yang memvalidasi keamanannya bagi perkembangan janin dan bayi masih sangat terbatas."
559,451,-,belum ada data yang ditemukan,belum ada data yang ditemukan
560,452,-,belum ada data yang ditemukan,belum ada data yang ditemukan
561,453,-,belum ada data yang ditemukan,belum ada data yang ditemukan
562,454,-,belum ada data yang ditemukan,belum ada data yang ditemukan
563,455,-,belum ada data yang ditemukan,belum ada data yang ditemukan
564,456,-,belum ada data yang ditemukan,belum ada data yang ditemukan
565,457,-,belum ada data yang ditemukan,belum ada data yang ditemukan
566,458,-,belum ada data yang ditemukan,belum ada data yang ditemukan
567,459,-,belum ada data yang ditemukan,belum ada data yang ditemukan
568,460,-,belum ada data yang ditemukan,belum ada data yang ditemukan
569,461,-,belum ada data yang ditemukan,belum ada data yang ditemukan
570,462,-,belum ada data yang ditemukan,belum ada data yang ditemukan
571,463,-,belum ada data yang ditemukan,belum ada data yang ditemukan
572,464,-,belum ada data yang ditemukan,belum ada data yang ditemukan
573,465,-,belum ada data yang ditemukan,belum ada data yang ditemukan
574,466,-,belum ada data yang ditemukan,belum ada data yang ditemukan
575,467,-,belum ada data yang ditemukan,belum ada data yang ditemukan
576,468,-,belum ada data yang ditemukan,belum ada data yang ditemukan
577,469,-,belum ada data yang ditemukan,belum ada data yang ditemukan
578,470,-,belum ada data yang ditemukan,belum ada data yang ditemukan
579,471,-,belum ada data yang ditemukan,belum ada data yang ditemukan
580,472,-,belum ada data yang ditemukan,belum ada data yang ditemukan
581,473,-,belum ada data yang ditemukan,belum ada data yang ditemukan
582,474,-,belum ada data yang ditemukan,belum ada data yang ditemukan
583,475,Ibu Hamil,Kontraindikasi Fatal,"Sangat kuat merangsang rahim (uterotonik). Konsumsi oral terbukti memicu kontraksi panggul hebat yang sering berujung pada persalinan prematur, terlepasnya mekonium di dalam rahim, atau keguguran."
584,475,Anak-anak (Di bawah 12 tahun),Kontraindikasi,"Sebagai agen laksatif stimulan yang agresif, efeknya terlalu keras untuk saluran cerna anak-anak, sangat berisiko memicu kram akut dan dehidrasi parah."
585,476,-,belum ada data yang ditemukan,belum ada data yang ditemukan
586,477,-,belum ada data yang ditemukan,belum ada data yang ditemukan
587,478,-,belum ada data yang ditemukan,belum ada data yang ditemukan
588,479,-,belum ada data yang ditemukan,belum ada data yang ditemukan
589,480,-,belum ada data yang ditemukan,belum ada data yang ditemukan
590,481,-,belum ada data yang ditemukan,belum ada data yang ditemukan
591,482,-,belum ada data yang ditemukan,belum ada data yang ditemukan
592,483,-,belum ada data yang ditemukan,belum ada data yang ditemukan
593,484,-,belum ada data yang ditemukan,belum ada data yang ditemukan
594,485,-,belum ada data yang ditemukan,belum ada data yang ditemukan
595,486,-,belum ada data yang ditemukan,belum ada data yang ditemukan
596,487,-,belum ada data yang ditemukan,belum ada data yang ditemukan
597,488,-,belum ada data yang ditemukan,belum ada data yang ditemukan
598,489,-,belum ada data yang ditemukan,belum ada data yang ditemukan
599,490,Ibu Hamil & Menyusui,Kontraindikasi,"Ekstrak Garcinia (HCA) bekerja dengan menghambat sintesis asam lemak dan kolesterol. Padahal, produksi lipid dan kolesterol sangat esensial bagi perkembangan otak, sistem saraf janin, dan produksi hormon kehamilan."
600,491,-,belum ada data yang ditemukan,belum ada data yang ditemukan
601,492,-,belum ada data yang ditemukan,belum ada data yang ditemukan
602,493,-,belum ada data yang ditemukan,belum ada data yang ditemukan
603,494,-,belum ada data yang ditemukan,belum ada data yang ditemukan
604,495,-,belum ada data yang ditemukan,belum ada data yang ditemukan
605,496,-,belum ada data yang ditemukan,belum ada data yang ditemukan
606,497,-,belum ada data yang ditemukan,belum ada data yang ditemukan
607,498,-,belum ada data yang ditemukan,belum ada data yang ditemukan
608,499,-,belum ada data yang ditemukan,belum ada data yang ditemukan
609,500,-,belum ada data yang ditemukan,belum ada data yang ditemukan
610,601,Ibu Hamil & Menyusui,Kontraindikasi,"Memiliki efek uterotonik ringan yang dapat merangsang otot rahim, berpotensi memicu kontraksi dini. Belum ada data uji klinis memadai untuk menjamin keamanannya pada ibu menyusui."
611,602,-,belum ada data yang ditemukan,belum ada data yang ditemukan
612,603,-,belum ada data yang ditemukan,belum ada data yang ditemukan
613,604,-,belum ada data yang ditemukan,belum ada data yang ditemukan
614,605,-,belum ada data yang ditemukan,belum ada data yang ditemukan
615,606,-,belum ada data yang ditemukan,belum ada data yang ditemukan
616,607,-,belum ada data yang ditemukan,belum ada data yang ditemukan
617,608,-,belum ada data yang ditemukan,belum ada data yang ditemukan
618,609,-,belum ada data yang ditemukan,belum ada data yang ditemukan
619,610,-,belum ada data yang ditemukan,belum ada data yang ditemukan
620,611,-,belum ada data yang ditemukan,belum ada data yang ditemukan
621,612,-,belum ada data yang ditemukan,belum ada data yang ditemukan
622,613,-,belum ada data yang ditemukan,belum ada data yang ditemukan
623,614,-,belum ada data yang ditemukan,belum ada data yang ditemukan
624,615,Ibu Hamil & Anak-anak,Peringatan,Sifat stimulan ringan pada sistem saraf pusat dapat memengaruhi janin dan perkembangan saraf anak. Tidak direkomendasikan penggunaannya secara klinis karena kurangnya bukti keamanan medis yang kuat.
625,616,-,belum ada data yang ditemukan,belum ada data yang ditemukan
626,617,-,belum ada data yang ditemukan,belum ada data yang ditemukan
627,618,-,belum ada data yang ditemukan,belum ada data yang ditemukan
628,619,-,belum ada data yang ditemukan,belum ada data yang ditemukan
629,620,-,belum ada data yang ditemukan,belum ada data yang ditemukan
630,621,-,belum ada data yang ditemukan,belum ada data yang ditemukan
631,622,-,belum ada data yang ditemukan,belum ada data yang ditemukan
632,623,-,belum ada data yang ditemukan,belum ada data yang ditemukan
633,624,-,belum ada data yang ditemukan,belum ada data yang ditemukan
634,625,-,belum ada data yang ditemukan,belum ada data yang ditemukan
635,626,-,belum ada data yang ditemukan,belum ada data yang ditemukan
636,627,-,belum ada data yang ditemukan,belum ada data yang ditemukan
637,628,-,belum ada data yang ditemukan,belum ada data yang ditemukan
638,629,-,belum ada data yang ditemukan,belum ada data yang ditemukan
639,630,Bayi & Anak Balita,Kontraindikasi Mayor,"Penggunaan minyak peppermint (kandungan menthol tinggi) baik dioleskan atau dihirup dekat area hidung/wajah bayi dapat memicu kejang laring (laryngospasm), henti napas (apnea), hingga kematian seketika."
640,631,-,belum ada data yang ditemukan,belum ada data yang ditemukan
641,632,-,belum ada data yang ditemukan,belum ada data yang ditemukan
642,633,-,belum ada data yang ditemukan,belum ada data yang ditemukan
643,634,-,belum ada data yang ditemukan,belum ada data yang ditemukan
644,635,-,belum ada data yang ditemukan,belum ada data yang ditemukan
645,636,-,belum ada data yang ditemukan,belum ada data yang ditemukan
646,637,-,belum ada data yang ditemukan,belum ada data yang ditemukan
647,638,-,belum ada data yang ditemukan,belum ada data yang ditemukan
648,639,-,belum ada data yang ditemukan,belum ada data yang ditemukan
649,640,-,belum ada data yang ditemukan,belum ada data yang ditemukan
650,641,-,belum ada data yang ditemukan,belum ada data yang ditemukan
651,642,-,belum ada data yang ditemukan,belum ada data yang ditemukan
652,643,-,belum ada data yang ditemukan,belum ada data yang ditemukan
653,644,-,belum ada data yang ditemukan,belum ada data yang ditemukan
654,645,-,belum ada data yang ditemukan,belum ada data yang ditemukan
655,646,-,belum ada data yang ditemukan,belum ada data yang ditemukan
656,647,-,belum ada data yang ditemukan,belum ada data yang ditemukan
657,648,-,belum ada data yang ditemukan,belum ada data yang ditemukan
658,649,-,belum ada data yang ditemukan,belum ada data yang ditemukan
659,650,Ibu Hamil,Kontraindikasi Fatal,"Sangat dikenal dalam literatur farmakognosi sebagai emmenagogue kuat (peluruh haid) yang dapat memicu perdarahan rahim, kontraksi paksa, dan keguguran secara spontan pada wanita hamil."
660,651,-,belum ada data yang ditemukan,belum ada data yang ditemukan
661,652,-,belum ada data yang ditemukan,belum ada data yang ditemukan
662,653,-,belum ada data yang ditemukan,belum ada data yang ditemukan
663,654,-,belum ada data yang ditemukan,belum ada data yang ditemukan
664,655,-,belum ada data yang ditemukan,belum ada data yang ditemukan
665,656,-,belum ada data yang ditemukan,belum ada data yang ditemukan
666,657,-,belum ada data yang ditemukan,belum ada data yang ditemukan
667,658,-,belum ada data yang ditemukan,belum ada data yang ditemukan
668,659,-,belum ada data yang ditemukan,belum ada data yang ditemukan
669,660,-,belum ada data yang ditemukan,belum ada data yang ditemukan
670,661,-,belum ada data yang ditemukan,belum ada data yang ditemukan
671,662,-,belum ada data yang ditemukan,belum ada data yang ditemukan
672,663,-,belum ada data yang ditemukan,belum ada data yang ditemukan
673,664,-,belum ada data yang ditemukan,belum ada data yang ditemukan
674,665,-,belum ada data yang ditemukan,belum ada data yang ditemukan
675,666,-,belum ada data yang ditemukan,belum ada data yang ditemukan
676,667,-,belum ada data yang ditemukan,belum ada data yang ditemukan
677,668,-,belum ada data yang ditemukan,belum ada data yang ditemukan
678,669,-,belum ada data yang ditemukan,belum ada data yang ditemukan
679,670,-,belum ada data yang ditemukan,belum ada data yang ditemukan
680,671,-,belum ada data yang ditemukan,belum ada data yang ditemukan
681,672,-,belum ada data yang ditemukan,belum ada data yang ditemukan
682,673,-,belum ada data yang ditemukan,belum ada data yang ditemukan
683,674,-,belum ada data yang ditemukan,belum ada data yang ditemukan
684,675,-,belum ada data yang ditemukan,belum ada data yang ditemukan
685,676,-,belum ada data yang ditemukan,belum ada data yang ditemukan
686,677,-,belum ada data yang ditemukan,belum ada data yang ditemukan
687,678,-,belum ada data yang ditemukan,belum ada data yang ditemukan
688,679,-,belum ada data yang ditemukan,belum ada data yang ditemukan
689,680,-,belum ada data yang ditemukan,belum ada data yang ditemukan
690,681,-,belum ada data yang ditemukan,belum ada data yang ditemukan
691,682,-,belum ada data yang ditemukan,belum ada data yang ditemukan
692,683,-,belum ada data yang ditemukan,belum ada data yang ditemukan
693,684,-,belum ada data yang ditemukan,belum ada data yang ditemukan
694,685,-,belum ada data yang ditemukan,belum ada data yang ditemukan
695,686,-,belum ada data yang ditemukan,belum ada data yang ditemukan
696,687,-,belum ada data yang ditemukan,belum ada data yang ditemukan
697,688,-,belum ada data yang ditemukan,belum ada data yang ditemukan
698,689,-,belum ada data yang ditemukan,belum ada data yang ditemukan
699,690,-,belum ada data yang ditemukan,belum ada data yang ditemukan
700,691,-,belum ada data yang ditemukan,belum ada data yang ditemukan
701,692,-,belum ada data yang ditemukan,belum ada data yang ditemukan
702,693,-,belum ada data yang ditemukan,belum ada data yang ditemukan
703,694,-,belum ada data yang ditemukan,belum ada data yang ditemukan
704,695,-,belum ada data yang ditemukan,belum ada data yang ditemukan
705,696,-,belum ada data yang ditemukan,belum ada data yang ditemukan
706,697,-,belum ada data yang ditemukan,belum ada data yang ditemukan
707,698,-,belum ada data yang ditemukan,belum ada data yang ditemukan
708,699,-,belum ada data yang ditemukan,belum ada data yang ditemukan
709,700,-,belum ada data yang ditemukan,belum ada data yang ditemukan
710,701,"Ibu Hamil, Menyusui, & Anak-anak",Peringatan,Kurangnya uji klinis komprehensif terkait keamanan jangka panjang. Sifat kardioaktifnya dikhawatirkan memengaruhi hemodinamika ibu hamil atau perkembangan jantung janin/anak tanpa pengawasan medis ketat.
711,702,-,belum ada data yang ditemukan,belum ada data yang ditemukan
712,703,-,belum ada data yang ditemukan,belum ada data yang ditemukan
713,704,-,belum ada data yang ditemukan,belum ada data yang ditemukan
714,705,-,belum ada data yang ditemukan,belum ada data yang ditemukan
715,706,-,belum ada data yang ditemukan,belum ada data yang ditemukan
716,707,-,belum ada data yang ditemukan,belum ada data yang ditemukan
717,708,-,belum ada data yang ditemukan,belum ada data yang ditemukan
718,709,-,belum ada data yang ditemukan,belum ada data yang ditemukan
719,710,-,belum ada data yang ditemukan,belum ada data yang ditemukan
720,711,-,belum ada data yang ditemukan,belum ada data yang ditemukan
721,712,-,belum ada data yang ditemukan,belum ada data yang ditemukan
722,713,-,belum ada data yang ditemukan,belum ada data yang ditemukan
723,714,-,belum ada data yang ditemukan,belum ada data yang ditemukan
724,715,-,belum ada data yang ditemukan,belum ada data yang ditemukan
725,716,-,belum ada data yang ditemukan,belum ada data yang ditemukan
726,717,-,belum ada data yang ditemukan,belum ada data yang ditemukan
727,718,-,belum ada data yang ditemukan,belum ada data yang ditemukan
728,719,-,belum ada data yang ditemukan,belum ada data yang ditemukan
729,720,-,belum ada data yang ditemukan,belum ada data yang ditemukan
730,721,-,belum ada data yang ditemukan,belum ada data yang ditemukan
731,722,-,belum ada data yang ditemukan,belum ada data yang ditemukan
732,723,-,belum ada data yang ditemukan,belum ada data yang ditemukan
733,724,-,belum ada data yang ditemukan,belum ada data yang ditemukan
734,725,Ibu Hamil & Menyusui,Kontraindikasi,"Memiliki efek memengaruhi profil hormonal (androgenik). Pada hewan uji, terbukti dapat mengganggu keseimbangan hormon reproduksi dan berisiko merusak perkembangan organ kelamin janin."
735,726,-,belum ada data yang ditemukan,belum ada data yang ditemukan
736,727,-,belum ada data yang ditemukan,belum ada data yang ditemukan
737,728,-,belum ada data yang ditemukan,belum ada data yang ditemukan
